Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
PROV2389;Mendoza;Mendoza;Mendoza;;Mendoza;;;;;;;;;
PROV2390;San Rafael;San Rafael;San Rafael;;San Rafael;;;;;;;;;
PROV2391;Neuqu幯;Neuqu幯;Neuqu幯;;Neuqu幯;;;;;;;;;
PROV2392;Viedma;Viedma;Viedma;;Viedma;;;;;;;;;
PROV2393;Tel幯;Telen;Telen;;Telen;;;;;;;;;
PROV2394;Bariloche;Bariloche;Bariloche;;Bariloche;;;;;;;;;
PROV2395;Curac?Curaco;Curaco;;Curaco;;;;;;;;;
PROV2396;Rawson;Rawson;Rawson;;Rawson;;;;;;;;;
PROV2397;Sarmiento;Esquel;Esquel;;Esquel;;;;;;;;;
PROV2398;Puerto Deseado;Puerto Deseado;Puerto Deseado;;Puerto Deseado;;;;;;;;;
PROV2399;R甐 Gallegos;Rio Gallegos;Rio Gallegos;;R甐 Gallegos;;;;;;;;;
PROV2400;R甐 Grande;Rio Grande;Rio Grande;;R甐 Grande;;;;;;;;;
PROV2401;Marabitanas;Marabitanas;Marabitanas;;Marabitanas;;;;;;;;;
PROV2402;Manaus;Manaus;Manaus;;Manaos;;;;;;;;;
PROV2403;Cachoeira;Cachoeira;Cachoeira;;Cachoeira;;;;;;;;;
PROV2404;Tefe;Tefe;Tefe;;Tef?;;;;;;;;
PROV2405;Borba;Borba;Borba;;Borba;;;;;;;;;
PROV2407;Tabatinga;Tabatinga;Tabatinga;;Tabatinga;;;;;;;;;
PROV2408;Oriximina;Oriximina;Oriximina;;Oriximina;;;;;;;;;
PROV2409;Saint Vincent;Saint Vincent;Saint Vincent;;San Vincente;;;;;;;;;
PROV2410;Bel幦;Belem;Belem;;Bel幦;;;;;;;;;
PROV2411;Santar幦;Santarem;Santarem;;Santar幦;;;;;;;;;
PROV2412;羒idos;Obidos;Obidos;;羒idos;;;;;;;;;
PROV2413;Marab?Maraba;Maraba;;Maraba;;;;;;;;;
PROV2415;Macap?Macapa;Macapa;;Macap?;;;;;;;;
PROV2416;Dourados;Dourados;Dourados;;Dourados;;;;;;;;;
PROV2417;Vila Bela;Vila Bela;Vila Bela;;Vila Bela;;;;;;;;;
PROV2418;Cuiab?Cuiaba;Cuiaba;;Cuiab?;;;;;;;;
PROV2419;Corumb?Corumba;Corumba;;Corumba;;;;;;;;;
PROV2420;Iguatemi;Iguatemi;Iguatemi;;Iguatemi;;;;;;;;;
PROV2421;Vila Boa;Vila Boa;Vila Boa;;Vila Boa;;;;;;;;;
PROV2422;Aganja;Aganja;Aganja;;Aganja;;;;;;;;;
PROV2424;S緌 Lu疄;Sao Luis;Sao Luis;;Sao Luis;;;;;;;;;
PROV2425;Chapada;Chapada;Chapada;;Chapada;;;;;;;;;
PROV2427;Oeiras;Oeiras;Oeiras;;Oeiras;;;;;;;;;
PROV2428;Para燢a;Paraiba;Paraiba;;Para燢a;;;;;;;;;
PROV2429;Fortaleza;Fortaleza;Fortaleza;;Fortaleza;;;;;;;;;
PROV2430;Crato;Crato;Crato;;Crato;;;;;;;;;
PROV2431;Natal;Natal;Natal;;Natal;;;;;;;;;
PROV2432;Recife;Recife;Recife;;Recife;;;;;;;;;
PROV2433;Cabrobo;Cabrobo;Cabrobo;;Cabrobo;;;;;;;;;
PROV2434;Macei?Maceio;Maceio;;Macei?;;;;;;;;
PROV2435;Aracaju;Aracaju;Aracaju;;Aracaju;;;;;;;;;
PROV2437;Juazeiro;Juazeiro;Juazeiro;;Juazeiro;;;;;;;;;
PROV2438;Vila do Barra;Vila do Barra;Vila do Barra;;Vila do Barra;;;;;;;;;
PROV2439;Porto Seguro;Porto Seguro;Porto Seguro;;Porto Seguro;;;;;;;;;
PROV2440;Vit鏎ia da Conquista;Vitoria da Conquista;Vitoria da Conquista;;Vit鏎ia da Conquista;;;;;;;;;
PROV2441;Ouro Preto;Ouro Preto;Ouro Preto;;Ouro Preto;;;;;;;;;
PROV2445;Uberaba;Uberaba;Uberaba;;Uberaba;;;;;;;;;
PROV2446;S緌 Jo緌 del Rey;S緌 Jo緌 del-Rei;Sao Joao del Rey;;Sao Joao del Rey;;;;;;;;;
PROV2447;Rio de Janeiro;Rio de Janeiro;Rio de Janeiro;;R甐 de Janeiro;;;;;;;;;
PROV2448;Campos;Campos;Campos;;Campos;;;;;;;;;
PROV2449;Vit鏎ia;Vitoria;Vitoria;;Vit鏎ia;;;;;;;;;
PROV2450;S緌 Paulo;S緌 Paulo;Sao Paulo;;Sao Paulo;;;;;;;;;
PROV2451;Santos;Santos;Santos;;Santos;;;;;;;;;
PROV2452;Campinas;Campinas;Campinas;;Campinas;;;;;;;;;
PROV2453;Assis;Assis;Assis;;Assis;;;;;;;;;
PROV2454;Fiji;Fidji;Fidschi;;Islas Fiji;;;;;;;;;
PROV2455;Iguape;Iguape;Iguape;;Iguape;;;;;;;;;
PROV2456;Araraquara;Araraquara;Araraquara;;Araraquara;;;;;;;;;
PROV2457;Curitiba;Curitiba;Curitiba;;Curitiba;;;;;;;;;
PROV2458;Guarapuava;Guarapuava;Guarapuava;;Guarapuava;;;;;;;;;
PROV2459;Lajes;Lajes;Lajes;;Lajes;;;;;;;;;
PROV2460;Castro;Castro;Castro;;Castro;;;;;;;;;
PROV2461;Desterro;Desterro;Desterro;;Desterro;;;;;;;;;
PROV2462;S緌 Miguel;S緌 Miguel;Sao Miguel;;Sao Miguel;;;;;;;;;
PROV2463;Porto Alegre;Porto Alegre;Porto Alegre;;Porto Alegre;;;;;;;;;
PROV2464;Pelotas;Pelotas;Pelotas;;Pelotas;;;;;;;;;
PROV2465;Passo Fundo;Passo Fundo;Passo Fundo;;Passo Fundo;;;;;;;;;
PROV2466;Santa Maria;Santa Maria;Santa Maria;;Santa Mar燰;;;;;;;;;
PROV2467;Alegrete;Alegrete;Alegrete;;Alegrete;;;;;;;;;
PROV2468;Sydney;Sydney;Sydney;;Sydney;;;;;;;;;
PROV2469;Newcastle;Newcastle;Newcastle;;Newcastle;;;;;;;;;
PROV2470;Port Macquarie;Port Macquarie;Port Macquarie;;Port Macquarie;;;;;;;;;
PROV2472;Eden;Eden;Eden;;Ed幯;;;;;;;;;
PROV2473;Wagga Wagga;Wagga Wagga;Wagga Wagga;;Wagga Wagga;;;;;;;;;
PROV2474;Moree;Moree;Moree;;Moree;;;;;;;;;
PROV2475;Broken Hill;Broken Hill;Broken Hill;;Broken Hill;;;;;;;;;
PROV2476;Melbourne;Melbourne;Melbourne;;Melbourne;;;;;;;;;
PROV2477;Warmambool;Warmambool;Warmambool;;Warmambool;;;;;;;;;
PROV2478;Ballarat;Ballarat;Ballarat;;Ballarat;;;;;;;;;
PROV2479;Sale;Sale;Sale;;Sale;;;;;;;;;
PROV2480;Beechworth;Beechworth;Beechworth;;Beechworth;;;;;;;;;
PROV2481;Swan Hill;Swan Hill;Swan Hill;;Swan Hill;;;;;;;;;
PROV2483;Brisbane;Brisbane;Brisbane;;Brisbane;;;;;;;;;
PROV2484;Gladstone;Gladstone;Gladstone;;Gladstone;;;;;;;;;
PROV2485;Clermont;Clermont;Clermont;;Clermont;;;;;;;;;
PROV2486;Toowoomba;Toowoomba;Toowoomba;;Toowoomba;;;;;;;;;
PROV2487;Townsville;Townsville;Townsville;;Townsville;;;;;;;;;
PROV2488;Cooktown;Cooktown;Cooktown;;Cooktown;;;;;;;;;
PROV2489;Longreach;Longreach;Longreach;;Longreach;;;;;;;;;
PROV2490;Charleville;Charleville;Charleville;;Charleville;;;;;;;;;
PROV2491;Adelaide;Adelaide;Adelaide;;Adelaida;;;;;;;;;
PROV2492;Port Lincoln;Port Lincoln;Port Lincoln;;Port Lincoln;;;;;;;;;
PROV2493;Robe;Robe;Robe;;Robe;;;;;;;;;
PROV2494;Port Augusta;Port Augusta;Port Augusta;;Port Augusta;;;;;;;;;
PROV2497;Perth;Perth;Perth;;Perth;;;;;;;;;
PROV2498;Kojonup;Kojonup;Kojonup;;Kojonup;;;;;;;;;
PROV2499;Geraldton;Geraldton;Geraldton;;Geraldton;;;;;;;;;
PROV2500;Kalgoorlie;Kalgoorlie;Kalgoorlie;;Kalgoorlie;;;;;;;;;
PROV2501;Broome;Broome;Broome;;Broome;;;;;;;;;
PROV2502;Dampier;Dampier;Dampier;;Dampier;;;;;;;;;
PROV2503;Wiluna;Wiluna;Wiluna;;Wiluna;;;;;;;;;
PROV2504;Esperance;Esperance;Esperance;;Esperance;;;;;;;;;
PROV2506;Tennant Creek;Tennant Creek;Tennant Creek;;Tennant Creek;;;;;;;;;
PROV2508;Norfolk Island;姤e Norfolk;Norfolk Island;;Isla de Norfolk ;;;;;;;;;
PROV2509;Auckland;Auckland;Auckland;;Auckland;;;;;;;;;
PROV2514;Hokitika;Hokitika;Hokitika;;Hokitika;;;;;;;;;
PROV2517;Guam;Guam;Guam;;Guam;;;;;;;;;
PROV2518;Palau;Palau;Palau;;Palau;;;;;;;;;
PROV2520;Taveuni;Taveuni;Taveuni;;Taveuni;;;;;;;;;
PROV2521;Saipan;Saipan;Saipan;;Saipan;;;;;;;;;
PROV2522;Marshall Islands;姤es Marshall;Marshallinseln;;Islas Marshall;;;;;;;;;
PROV2523;Nauru;Nauru;Nauru;;Nauru;;;;;;;;;
PROV2524;Wake;Wake;Wake;;Atol鏮 de Wake;;;;;;;;;
PROV2525;Marcus;Marcus;Marcus;;Marcus;;;;;;;;;
PROV2527;Gilbert Islands;姤es Gilbert;Gilbertinseln;;Islas Gilbert;;;;;;;;;
PROV2528;Port Moresby;Port Moresby;Port Moresby;;Port Moresby;;;;;;;;;
PROV2529;Kerema;Kerema;Kerema;;Kerema;;;;;;;;;
PROV2530;Lae;Lae;Lae;;Lae;;;;;;;;;
PROV2531;Madang;Madang;Madang;;Madang;;;;;;;;;
PROV2532;Forte S緌 Joaquim;Forte de S緌 Joaquim;Forte Sao Joaquim;;Forte Sao Joaquim;;;;;;;;;
PROV2534;Solomon Islands;姤es Salomon;Solomonen;;Islas Solomon;;;;;;;;;
PROV2535;New Hebrides;New Hebrides;Neue Hebriden;;Nuevas H嶵ridas;;;;;;;;;
PROV2536;Santa Cruz Islands;姤es Santa Cruz ;Santa Cruz-Inseln;;Islas de Santa Cruz;;;;;;;;;
PROV2539;Bougainville;Bougainville;Bougainville;;Bougainville;;;;;;;;;
PROV2540;Tonga;Tonga;Tonga;;Tonga;;;;;;;;;
PROV2541;Ellice Islands;姤es Ellice;Ellice-Inseln;;Islas Ellice;;;;;;;;;
PROV2542;Wallis and Futuna;Wallis-et-Futuna;Wallis und Futuna;;Wallis y Futuna;;;;;;;;;
PROV2543;Apia;Apia;Apia;;Apia;;;;;;;;;
PROV2544;Pago Pago;Pago Pago;Pago Pago;;Pago Pago;;;;;;;;;
PROV2545;Rarotonga;Rarotonga;Rarotonga;;Rarotonga;;;;;;;;;
PROV2546;Tongareva;Tongareva;Tongareva;;Tongareva;;;;;;;;;
PROV2547;Tokelau;Tokelau;Tokelau;;Tokelau;;;;;;;;;
PROV2549;Tarauac?Tarauaca;Tarauaca;;Tarauaca;;;;;;;;;
PROV2550;Forte do Pr璯cipe;Forte do Principe;Forte do Principe;;Forte do Pr璯cipe;;;;;;;;;
PROV2551;Marquesas;Marquises;Marquesas;;Marquesas;;;;;;;;;
PROV2552;Pitcairn;Pitcairn;Pitcairn;;Pitcairn;;;;;;;;;
PROV2553;Tuamotus;Tuamotus;Tuamotus;;Tuamotus;;;;;;;;;
PROV2555;Augusta;Augusta;Augusta;;Augusta;;;;;;;;;
PROV2556;Asheville;Asheville;Asheville;;Asheville;;;;;;;;;
PROV2559;Suhaj;Suhaj;Suhaj;;Suhaj;;;;;;;;;
PROV2560;Darmstadt;Darmstadt;Darmstadt;;Darmstadt;;;;;;;;;
PROV2561;Siegburg;Siegburg;Siegburg;;Siegburg;;;;;;;;;
PROV2563;Safi;Safi;Safi;;Safi;;;;;;;;;
PROV2565;Cebu;Cebu;Cebu;;Cebu;;;;;;;;;
PROV2566;Agartala;Agartala;Agartala;;Agartala;;;;;;;;;
PROV2567;Gaeta;Gaeta;Gaeta;;Gaeta;;;;;;;;;
PROV2568;Lugano;Lugano;Lugano;;Lugano;;;;;;;;;
PROV2569;Niksik;;;;;;;;;;;;;
PROV2570;Beauvais;Beauvais;Beauvais;;Beauvais;;;;;;;;;
PROV2571;Tauranga;Tauranga;Tauranga;;Tauranga;;;;;;;;;
PROV2572;Nan;Nan;Nan;;Nan;;;;;;;;;
PROV2573;Mboul;Mboul;Mboul;;Mboul;;;;;;;;;
PROV2574;Mochudi;Mochudi;Mochudi;;Mochudi;;;;;;;;;
PROV2575;Ipoh;Ipoh;Ipoh;;Ipoh;;;;;;;;;
PROV2576;Natuna;Natuna;Natuna;;Natuna;;;;;;;;;
PROV2578;Tacna;Tacna;Tacna;;Tacna;;;;;;;;;
PROV2579;Truk;Truk;Truk;;Truk;;;;;;;;;
PROV2583;Cetinje;Cetinje;Cetinje;;Cetinje;;;;;;;;;
PROV2587;K鏊a;K鏊a;K鏊a;;K鏊a;;;;;;;;;
PROV2588;Onega;Onega;Onega;;Onega;;;;;;;;;
PROV2592;Ungava;Ungava;Ungava;;Ungava;;;;;;;;;
PROV2593;Fort George;Fort George;Fort George;;Fort George;;;;;;;;;
PROV2596;Fort Resolution;Fort Resolution;Fort Resolution;;Fort Resolution;;;;;;;;;
PROV2597;Fort Vermilion;Fort Vermilion;Fort Vermilion;;Fort Vermilion;;;;;;;;;
PROV2598;Fort Liard;Fort Liard;Fort Liard;;Fort Liard;;;;;;;;;
PROV2600;Altamira;Altamira;Altamira;;Altamira;;;;;;;;;
PROV2602;Roebourne;Roebourne;Roebourne;;Roebourne;;;;;;;;;
PROV2604;Normanton;Normanton;Normanton;;Normanton;;;;;;;;;
PROV2608;Khatgal;Khatgal;Khatgal;;Khatgal;;;;;;;;;
PROV2610;Uralsk;Uralsk;Uralsk;;Uralsk;;;;;;;;;
PROV2611;Turgay;Turgay;Turgay;;Turgay;;;;;;;;;
PROV2612;Aktash;Aktash;Aktash;;Aktash;;;;;;;;;
PROV2615;Krasnoselkup;Krasnoselkup;Krasnoselkup;;Krasnoselkup;;;;;;;;;
PROV2616;Tilichiki;Tilichiki;Tilichiki;;Tilichiki;;;;;;;;;
PROV2617;Saghalian Oula;Saghalian Oula;Saghalian Oula;;Saghalian Oula;;;;;;;;;
PROV2618;Talaya;Talaya;Talaya;;Talaya;;;;;;;;;
PROV2621;Srednekolymsk;Srednekolymsk;Srednekolymsk;;Srednekolymsk;;;;;;;;;
PROV2623;Midway Island;姤e Midway;Midway;;Isla de Midway;;;;;;;;;
PROV2624;Loango;Loango;Loango;;Loango;;;;;;;;;
PROV2633;Ossora;Ossora;Ossora;;Ossora;;;;;;;;;
PROV2635;Kariba;Kariba;Kariba;;Kariba;;;;;;;;;
PROV2641;Ayan;Ayan;Ayan;;Ayan;;;;;;;;;
PROV2642;Ust Nera;Ust Nera;Ust Nera;;Ust Nera;;;;;;;;;
PROV2644;Olyekminsk;Olyekminsk;Olyekminsk;;Olyekminsk;;;;;;;;;
PROV2648;Yakutsk;Yakutsk;Yakutsk;;Yakutsk;;;;;;;;;
PROV2650;Nyurba;Nyurba;Nyurba;;Nyurba;;;;;;;;;
PROV2652;Kular;Kular;Kular;;Kular;;;;;;;;;
PROV2653;Saskylah;Saskylah;Saskylah;;Saskylah;;;;;;;;;
PROV2655;Tura;Tura;Tura;;Tura;;;;;;;;;
PROV2663;Kamenskoye;Kamenskoye;Kamenskoye;;Kamenskoye;;;;;;;;;
PROV2672;Pokrovsk;Pokrovsk;Pokrovsk;;Pokrovsk;;;;;;;;;
PROV2676;Kirensk;Kirensk;Kirensk;;Kirensk;;;;;;;;;
PROV2678;Bulgan;Bulgan;Bulgan;;Bulgan;;;;;;;;;
PROV2679;Khovd;Khovd;Khovd;;Khovd;;;;;;;;;
PROV2684;Yar Sale;Yar Sale;Yar Sale;;Yar Sale;;;;;;;;;
PROV2687;Amderma;Amderma;Amderma;;Amderma;;;;;;;;;
PROV2688;Inta;Inta;Inta;;Inta;;;;;;;;;
PROV2692;Kostino;Kostino;Kostino;;Kostino;;;;;;;;;
PROV2694;Vanavara;Vanavara;Vanavara;;Vanavara;;;;;;;;;
PROV2695;Mukhtuya;Mukhtuya;Mukhtuya;;Mukhtuya;;;;;;;;;
PROV2696;Aldan;Aldan;Aldan;;Aldan;;;;;;;;;
PROV2699;Izhma;Izhma;Izhma;;Izhma;;;;;;;;;
PROV2700;Usogorsk;Usogorsk;Usogorsk;;Usogorsk;;;;;;;;;
PROV2703;V鄚ern;V鄚ern;V鄚ern;;V鄚ern;;;;;;;;;
PROV2704;V酹tern;V酹tern;V酹tern;;V酹tern;;;;;;;;;
PROV2705;Gulf of Bothnia;Golfe de Bothnia;Bothnischer Meerbusen;;Golfo de Botnia;;;;;;;;;
PROV2706;儻ands Hav;Mer d'儻and;儻ands Hav;;Mar de 儻and;;;;;;;;;
PROV2707;Gulf of Finland;Golfe de Finlande;Finnischer Meerbusen;;Golfo de Finlandia;;;;;;;;;
PROV2708;Western Baltic Sea;Mer Baltique occidentale;Westliche Ostsee;;Mar B嫮tico Occidental;;;;;;;;;
PROV2709;Gulf of Riga;Golfe de Riga;Golf von Riga;;Golfo de Riga;;;;;;;;;
PROV2710;Southern Baltic Sea;Mer Baltique m廨idionale;Sliche Ostsee;;Mar B嫮tico Meridional;;;;;;;;;
PROV2713;Peipsi J酺v;Peipsi J酺v;Peipsi J酺v;;Peipsi J酺v;;;;;;;;;
PROV2714;Ladoga;Ladoga;Ladoga;;Lago Ladoga;;;;;;;;;
PROV2715;Onega;Onega;Onega;;Onega;;;;;;;;;
PROV2716;White Sea;Mer Blanche;Wei羥eer;;Mar Blanco;;;;;;;;;
PROV2717;Lofoten Sea;Mer Lofoten;Lofotensee;;Mar de Lofoten;;;;;;;;;
PROV2718;Northern Norwegian Sea;Mer de Norv銶e septentrionale;N顤dliches Europ鄜sches Nordmeer;;Mar de Noruega septentrional;;;;;;;;;
PROV2719;Southern Norwegian Sea;Mer de Norv銶e m廨idionale;Sliches Europ鄜sches Nordmeer;;Mar de Noruega meridional;;;;;;;;;
PROV2720;Skagerrack;Skagerrack;Skagerrak;;Skagerrack;;;;;;;;;
PROV2722;Coast of Holland;C矌e hollandaise;Kte von Holland;;Costa de Holland;;;;;;;;;
PROV2723;Dogger Bank;Banc de Dogger;Doggerbank;;Dogger Bank;;;;;;;;;
PROV2724;Straits of Dover;D彋roit de Douvres;Stra絽 von Dover;;Estrecho de Dover;;;;;;;;;
PROV2725;The Channel;La Manche;Der Kanal;;El Canal;;;;;;;;;
PROV2726;Lands End;Lands End;Lands End;;Lands End;;;;;;;;;
PROV2727;Coast of Britanny;C矌e bretonne;Bretonische Kte;;Costa de Breta鎙;;;;;;;;;
PROV2728;Quiberon Bay;Baie de Quiberon;Bucht von Quiberon;;Bah燰 de Quiberon;;;;;;;;;
PROV2729;Cote D'Argent;C矌e d'Argent;Cote D'Argent;;Cote D'Argent;;;;;;;;;
PROV2730;Bay of Biscay;Baie de Gascogne;Bucht von Biskaya;;Golfo de Vizcaya;;;;;;;;;
PROV2731;Cantabrian Sea;Mer Cantabrique;Kantabrische See;;Mar Cant墎rico;;;;;;;;;
PROV2732;Tyne;Tyne;Tyne;;Tyne;;;;;;;;;
PROV2733;Firth of Forth;Firth of Forth;Firth of Forth;;Estuario de Forth;;;;;;;;;
PROV2734;The North Sea;Mer du Nord;Nordsee;;Mar del Norte;;;;;;;;;
PROV2735;Moray Firth;Moray Firth;Moray Firth;;Moray Firth;;;;;;;;;
PROV2736;North Channel;Canal du nord;North Channel;;Canal del Norte;;;;;;;;;
PROV2737;Irish Sea;Mer d'Irlande;Irische See;;Mar de Irlanda;;;;;;;;;
PROV2738;St. George's Channel;Canal Saint-Georges;St. George's Channel;;Canal de St. George;;;;;;;;;
PROV2739;Donegal Bay;Baie de Donegal;Donegal Bay;;Bah燰 de Donegal;;;;;;;;;
PROV2740;Dingle Bay;Baie de Dingle;Dingle Bay;;Bah燰 de Dingle;;;;;;;;;
PROV2741;Celtic Sea;Mer Celtique;Keltische See;;Mar C幨tico;;;;;;;;;
PROV2742;Western Approaches;Abords occidentaux;Western Approaches;;Atl嫕tico Occidental;;;;;;;;;
PROV2743;Finisterre Bay;Baie de Finisterre;Bucht von Finisterre;;Bah燰 de Finisterre;;;;;;;;;
PROV2744;Lusitanian Sea;Mer Lusitanienne;Lusitanische See;;Mar de Lusitania;;;;;;;;;
PROV2745;Gulf of Cadiz;Golfe de Cadix;Golf von Cadiz;;Golfo de C墂iz;;;;;;;;;
PROV2746;Straits of Gibraltar;D彋roit de Gibraltar;Stra絽 von Gibraltar;;Estrecho de Gibraltar;;;;;;;;;
PROV2747;Gulf of Almer燰;Golfe d'Almeira;Golf von Almeira;;Golfo de Almer燰;;;;;;;;;
PROV2748;Gulf of Valencia;Golfe de Valence;Golf von Valencia;;Golfo de Valencia;;;;;;;;;
PROV2749;Gulf of Lion;Golfe du Lion;Golf von Lion;;Golfo de Le鏮;;;;;;;;;
PROV2750;Cote D'Azur;C矌e d'Azur;Cote D'Azur;;Costa Azul;;;;;;;;;
PROV2751;Ligurian Sea;Mer Ligure;Ligurische See;;Mar de Liguria;;;;;;;;;
PROV2752;Gulf of Mallorca;Golfe de Majorque;Golf von Mallorca;;Golfo de Mallorca;;;;;;;;;
PROV2753;Western Mediterranean;M嶮iterran嶪 occidentale;Westliches Mittelmeer;;Mediterr嫕eo Occidental;;;;;;;;;
PROV2754;Barbary Coast;C矌e barbare;Barbary-Kte;;Costa de Berber燰;;;;;;;;;
PROV2755;Cape Bon;Cap Bon;Cape Bon;;Cape Bon;;;;;;;;;
PROV2756;Tyrrhenian Sea;Mer Tyrrh幯ienne;Tyrrhenische See;;Mar Tirreno;;;;;;;;;
PROV2757;Bay of Naples;Baie de Naples;Bucht von Neapel;;Bah燰 de N嫚oles;;;;;;;;;
PROV2758;Gulf of Gabes;Golfe de Gab鋊;Golf von Gabes;;Golfo de Gabes;;;;;;;;;
PROV2759;Malta Channel;Canal de Malte;Maltakanal;;Canal de Malta;;;;;;;;;
PROV2760;Straits of Messina;D彋roit de Messine;Stra絽 von Messina;;Estrecho de Messina;;;;;;;;;
PROV2761;Gulf of Venice;Golfe de Venise;Golf von Venedig;;Golfo de Venecia;;;;;;;;;
PROV2762;Adriatic Sea;Mer Adriatiaque;Adria;;Mar Adri嫢ico;;;;;;;;;
PROV2763;Straits of Otranto;D彋roit d'Otrante ;Stra絽 von Otranto;;Estrecho de Otranto;;;;;;;;;
PROV2764;Gulf of Taranto;Golfe de Tarente;Golf von Taranto;;Golfo de Tarento;;;;;;;;;
PROV2765;Ionian Sea;Mer Ionienne;Ionisches Meer;;Mar J鏮ico;;;;;;;;;
PROV2766;Gulf of Sirte;Golfe de Syrte;Golf von Sirte;;Golfo de Sirte;;;;;;;;;
PROV2767;Gulf of Tobruk;Golfe de Tobrouk;Golf von Tobruk;;Golfo de Tobruk;;;;;;;;;
PROV2768;Bay of Alexandria;Baie d'Alexandrie;Bucht von Alexandria;;Bah燰 de Alejandria;;;;;;;;;
PROV2769;Palestinian Coast;C矌e palestinienne;Kte von Pal酲tina;;Costa de Palestina;;;;;;;;;
PROV2770;Gulf of Cyprus;Golfe de Chypre;Golf von Cyprus;;Golfo de Chipre;;;;;;;;;
PROV2771;Sea of Crete;Mer de Cr鋈e;Kretisches Meer;;Mar de Creta;;;;;;;;;
PROV2772;Aegean Sea;Mer Eg嶪;朧鄜s;;Mar Egeo;;;;;;;;;
PROV2773;Sea of Marmara;Mer de Marmara;See von Marmara;;Mar de M嫫mara;;;;;;;;;
PROV2774;Gulf of Varna;Golfe de Varna;Golf von Varna;;Golfo de Varna;;;;;;;;;
PROV2775;Gulf of Odessa;Golfe d'Odessa;Golf von Odessa;;Golfo de Odessa;;;;;;;;;
PROV2776;Sea of Azov;Mer d'Azov;Asowsches Meer;;Mar de Azov;;;;;;;;;
PROV2777;Eastern Black Sea;Mer Noire orientale;珺tliches Schwarzmeer;;Mar Negro oriental;;;;;;;;;
PROV2778;Lake Balaton;Lac Balaton;Balaton-See;;Lago Balat鏮;;;;;;;;;
PROV2779;Caspian Sea;Mer Caspienne;Kaspisches Meer;;Mar Caspio;;;;;;;;;
PROV2780;Aral Sea;Mer d'Aral;Aralsee;;Mar de Aral;;;;;;;;;
PROV2781;Gulf of Suez;Golfe de Suez;Golf von Suez;;Golfo de Suez;;;;;;;;;
PROV2782;Red Sea;Mer Rouge;Rotes Meer;;Mar Rojo;;;;;;;;;
PROV2783;Straits of Obokk;D彋roit d'Obock;Stra絽 von Obokk;;Estrecho de Obokk;;;;;;;;;
PROV2784;Bal el Mandeb;Bab-el-Mandeb;Bal el Mandeb;;Bal el Mandeb;;;;;;;;;
PROV2785;Coast of Mascate;C矌e de Mascate ;Kte von Mascate;;Costa de Mascate;;;;;;;;;
PROV2788;Persian Gulf;Golfe Persique;Persischer Golf;;Golfo P廨sico;;;;;;;;;
PROV2789;Gulf of Indus;Golfe de l'Indus;Golf von Indus;;Golfo del Indo;;;;;;;;;
PROV2790;Gulf of Gujarat;Golfe du Gujarat;Golf von Gujarat;;Golfo de Gujarat;;;;;;;;;
PROV2791;Laquedive Islands;姤es Laquedives;Laquedive-Inseln;;Islas Laquedivas;;;;;;;;;
PROV2792;Coast of Malabar;C矌e de Malabar;Kte von Malabar;;Costa de Malabar;;;;;;;;;
PROV2793;Comorin Cape;Cap Comorin;Kap Comorin;;Cabo Comorin;;;;;;;;;
PROV2794;Coast of Caramandel;C矌e de Caramandel;Kte von Caramandel;;Costa de Caramandel;;;;;;;;;
PROV2795;Coast of Orissa;C矌e d'Orissa;Kte von Orissa;;Costa de Orissa;;;;;;;;;
PROV2796;Ganges Delta;Delta du Gange;Gangesdelta;;Delta del Ganges;;;;;;;;;
PROV2797;Akyab Bay;Baie d'Akyab;Akyab-Bucht;;Bah燰 de Akyab;;;;;;;;;
PROV2798;Irrawady Delta;Delta d'Irrawaddy;Irrawadydelta;;Delta de Irrawady;;;;;;;;;
PROV2799;Andaman Sea;Mer d'Andaman;Andaman-See;;Mar de Andam嫕;;;;;;;;;
PROV2800;Mergui Archipelago;Archipel de Mergui ;Mergui-Archipel;;Archipi幨ago de Mergui;;;;;;;;;
PROV2801;Straits of Malacca;D彋roit de Malacca;Stra絽 von Malacca;;Estrecho de Malacca;;;;;;;;;
PROV2804;Coast of Sumatra;C矌e de Sumatra;Kte von Sumatra;;Costa de Sumatra;;;;;;;;;
PROV2805;Sunda Strait;D彋roit de Sunda ;Sundastra絽;;Estrecho de Sunda;;;;;;;;;
PROV2806;Coast of Java;C矌e de Java;Kte von Java;;Costa de Java;;;;;;;;;
PROV2808;Straits of Lombok;D彋roit de Lombok;Stra絽 von Lombok;;Estrecho de Lombok;;;;;;;;;
PROV2809;Timor Sea;Mer de Timor;Timorsee;;Mar de Timor;;;;;;;;;
PROV2812;Straits of Makassar;D彋roit de Makassar;Stra絽 von Makassar;;Estrecho de Makassar;;;;;;;;;
PROV2815;Malayan Sea;Mer de Malaisie;Malayasee;;Mar de Malasia;;;;;;;;;
PROV2816;Coast of Sarawak;C矌e de Sarawak;Kte von Sarawak;;Costa de Sarawak;;;;;;;;;
PROV2817;Mekong Delta;Delta du M幧ong;Mekongdelta;;Delta del Mekong;;;;;;;;;
PROV2818;Gulf of Siam;Golfe du Siam;Golf von Siam;;Golfo de Siam;;;;;;;;;
PROV2819;Cam Ranh Bay;Baie de Cam Ranh;Cam Ranh Bay;;Bah燰 de Cam Ranh;;;;;;;;;
